,Category,Price Bracket,Summary Category,Table,Table Type,Sales 2019,Sales 2020,Profit 2019,Profit 2020,Restaurant,Month,Margin 2019,Margin 2020,Sales Year Change,Profit Year Change,Margin Year Change,Sales % Change,Profit % Change,Margin % Change,Sales Colour,Profit Colour,Margin Colour,Drink Colour Column,Drink Colour
12,Gin,,,Spirits,Category,39532.55000000001,40159.08,32885.88,33593.11,100 Wardour Street,January,83.18684223506956,83.65009855803468,626.5299999999916,707.2300000000032,0.46325632296512254,1.584845905462692,2.1505582335032645,0.5568865345988874,lime,lime,lime,Spirits,Grey
13,Whiskey,,,Spirits,Category,13289.210000000001,13338.419999999996,10324.669999999995,10677.260000000002,100 Wardour Street,January,77.69212767350349,80.0489113403237,49.20999999999549,352.5900000000074,2.3567836668202062,0.37030041665377766,3.415024402717061,3.0334909564125314,lime,lime,lime,Spirits,Grey
14,Rum,,,Spirits,Category,14112.079999999998,13126.820000000002,11481.59,11133.269999999999,100 Wardour Street,January,81.3600121314505,84.81315352842499,-985.2599999999966,-348.3200000000015,3.4531413969744875,-6.981678108400723,-3.0337261651043237,4.244273453887112,Red,Red,lime,Spirits,Grey
15,Tequila,,,Spirits,Category,9143.320000000002,11445.029999999999,7594.550000000001,9558.79,100 Wardour Street,January,83.06118565247634,83.51913450641895,2301.7099999999973,1964.2399999999998,0.45794885394261087,25.1736787075154,25.86381023233766,0.5513391728582409,lime,lime,lime,Spirits,Grey
16,Liqueurs,,,Spirits,Category,17086.62,11434.779999999999,14074.01,9484.830000000004,100 Wardour Street,January,82.36860186508508,82.94720143282166,-5651.84,-4589.179999999997,0.5785995677365747,-33.07757766018089,-32.60748002879063,0.702451607330044,Red,Red,lime,Spirits,Grey
17,Aperitif/Mart,,,Spirits,Category,2786.9500000000003,2911.1,2129.4200000000005,2274.79,100 Wardour Street,January,76.40682466495633,78.14193947305142,124.14999999999964,145.36999999999944,1.7351148080950907,4.454690611600482,6.826741554038161,2.270889826535212,lime,lime,lime,Spirits,Grey
18,Digestif,,,Spirits,Category,2350.359999999999,2612.7400000000002,1818.6899999999998,2028.7,100 Wardour Street,January,77.37920999336274,77.64645544524139,262.380000000001,210.01000000000022,0.2672454518786509,11.163396245681561,11.547322523354737,0.345371129921815,lime,lime,lime,Spirits,Grey
19,Other,,,Spirits,Category,1278.12,608.31,849.3499999999999,460.45,100 Wardour Street,January,66.45307169905799,75.69331426410876,-669.81,-388.8999999999999,9.240242565050778,-52.40587738240541,-45.78795549537881,13.904914142865369,Red,Red,lime,Spirits,Grey
20,Bottled,,,Beer,Category,14578.5,17735.85,10506.84,14084.820000000002,100 Wardour Street,January,72.07078917584113,79.41440641412734,3157.3499999999985,3577.9800000000014,7.343617238286214,21.657577940117285,34.05381637104973,10.189450292224453,lime,lime,lime,Beer,Brown
21,Draft,,,Beer,Category,2510.83,0.0,1929.57,0.0,100 Wardour Street,January,76.84988629258054,0.0,-2510.83,-1929.57,-76.84988629258054,-100.0,-100.0,-100.0,Red,Red,Red,Beer,Brown
22,Cans,,,Beer,Category,119.17,0.0,98.63,0.0,100 Wardour Street,January,82.76411848619618,0.0,-119.17,-98.63,-82.76411848619618,-100.0,-100.0,-100.0,Red,Red,Red,Beer,Brown
23,Lager,,,Beer,Category,218.75,375.0,168.53,288.88,100 Wardour Street,January,77.04228571428573,77.03466666666667,156.25,120.35,-0.007619047619058961,71.42857142857143,71.4116181095354,-0.00988943610436805,lime,lime,Red,Beer,Brown
24,Cider Bottled,,,Beer,Category,343.75,517.92,258.38,386.61,100 Wardour Street,January,75.1650909090909,74.64666357738648,174.16999999999996,128.23000000000002,-0.5184273317044301,50.66763636363635,49.62845421472251,-0.6897182261529448,lime,lime,Red,Beer,Brown
25,Water,,,Soft Drinks,Category,4329.13,4417.5,3824.1099999999997,3882.5,100 Wardour Street,January,88.33437665304575,87.88907753254102,88.36999999999989,58.39000000000033,-0.4452991205047283,2.041287741416864,1.5268912243633246,-0.5041062578091725,lime,lime,Red,Soft drinks,Brown
26,Sodas,,,Soft Drinks,Category,18105.309999999998,18334.6,13022.53,13157.590000000002,100 Wardour Street,January,71.9265784457709,71.76371450699772,229.29000000000087,135.0600000000013,-0.16286393877318517,1.2664240490773198,1.0371256583782207,-0.22643081638587403,lime,lime,Red,Soft drinks,Brown
27,Juice,,,Soft Drinks,Category,972.8399999999999,1910.87,766.76,1450.4199999999996,100 Wardour Street,January,78.81666049915711,75.90364598324322,938.03,683.6599999999996,-2.9130145159138863,96.42181653714897,89.16218895091028,-3.6959375054275982,lime,lime,Red,Soft drinks,Brown
28,Syrups,,,Soft Drinks,Category,200.22000000000003,103.33999999999999,155.70999999999998,77.33,100 Wardour Street,January,77.76945360103883,74.8306560867041,-96.88000000000004,-78.37999999999998,-2.9387975143347376,-48.38677454799721,-50.337165243080086,-3.77885837980927,Red,Red,Red,Soft drinks,Brown
29,Purees,,,Soft Drinks,Category,2299.4799999999996,1387.1599999999999,1727.9,997.7099999999999,100 Wardour Street,January,75.1430758258389,71.92465180656882,-912.3199999999997,-730.1900000000002,-3.2184240192700884,-39.67505696940177,-42.258811273800575,-4.2830613252104754,Red,Red,Red,Soft drinks,Brown
30,Soft Drinks,,,Soft Drinks,Category,0.0,182.93,0.0,155.25,100 Wardour Street,January,0.0,84.86852894549828,182.93,155.25,84.86852894549828,100.0,100.0,100.0,lime,lime,lime,Soft drinks,Brown
31,Cordials,,,Soft Drinks,Category,469.12,397.79999999999995,342.82,317.22,100 Wardour Street,January,73.07725102319236,79.74358974358977,-71.32000000000005,-25.599999999999966,6.666338720397405,-15.202933151432479,-7.467475643194669,9.1223173108711,Red,Red,lime,Soft drinks,Brown
32,Fresh Juice,,,Soft Drinks,Category,1810.0500000000002,964.98,1410.48,740.7,100 Wardour Street,January,77.92491920112703,76.75806752471554,-845.0700000000002,-669.78,-1.1668516764114827,-46.687660561862934,-47.485962225625315,-1.4974050513928625,Red,Red,Red,Soft drinks,Brown
33,,<£6,,Wine,Price Bracket,54426.68,56727.92,42178.06,43616.6,100 Wardour Street,January,77.49519169642535,76.88735987499629,2301.239999999998,1438.5400000000009,-0.607831821429059,4.228146930880219,3.4106357665573075,-0.7843477874216249,lime,lime,Red,Wine,Purple
34,,£6-£10,,Wine,Price Bracket,20061.71,27216.61,16164.300000000003,21527.669999999995,100 Wardour Street,January,80.57289234068284,79.09754374258952,7154.9000000000015,5363.369999999992,-1.4753485980933192,35.664457316948564,33.180341864479075,-1.831073150328484,lime,lime,Red,Wine,Purple
35,,£10-£15,,Wine,Price Bracket,6331.29,7476.26,4630.13,5543.19,100 Wardour Street,January,73.13091013047894,74.14389012688162,1144.9700000000003,913.0599999999995,1.0129799964026773,18.08430825313641,19.719964666218864,1.385159838152343,lime,lime,lime,Wine,Purple
36,,£15-£20,,Wine,Price Bracket,2266.57,1078.33,1646.54,779.88,100 Wardour Street,January,72.64456866542837,72.32294381126371,-1188.2400000000002,-866.66,-0.3216248541646536,-52.42458869569438,-52.63522295237285,-0.4427376472505855,Red,Red,Red,Wine,Purple
37,,£20+,,Wine,Price Bracket,12081.26,15166.31,7682.95,9049.01,100 Wardour Street,January,63.593946326790416,59.66520531361946,3085.0499999999993,1366.0600000000004,-3.9287410131709564,25.535829872049764,17.78040986860516,-6.177853773977671,lime,lime,Red,Wine,Purple
38,,<£6,,White Wine,Price Bracket,27626.35,25061.52,22526.14,20680.04,100 Wardour Street,January,81.53860354335626,82.51710191560608,-2564.829999999998,-1846.0999999999985,0.9784983722498168,-9.283998791009301,-8.195367692822643,1.2000430835555371,Red,Red,lime,White,Gold
39,,£6-£10,,White Wine,Price Bracket,3051.67,4041.25,2381.96,3227.4700000000003,100 Wardour Street,January,78.05431124597352,79.86316115063408,989.5799999999999,845.5100000000002,1.808849904660562,32.427490521583266,35.4963979243984,2.31742472105136,lime,lime,lime,White,Gold
40,,£10-£15,,White Wine,Price Bracket,504.17,792.5,384.49,604.0600000000001,100 Wardour Street,January,76.26197512743718,76.22208201892745,288.33,219.57000000000005,-0.03989310850973027,57.18904337822559,57.10681682228408,-0.052310615405734104,lime,lime,Red,White,Gold
41,,£15-£20,,White Wine,Price Bracket,591.67,303.33,405.17,217.04000000000002,100 Wardour Street,January,68.4790508222489,71.55243464213893,-288.34,-188.13,3.07338381989004,-48.73324657325874,-46.432361724708144,4.488064280954513,Red,Red,lime,White,Gold
42,,£20+,,White Wine,Price Bracket,98.33,0.0,77.73,0.0,100 Wardour Street,January,79.05013729278959,0.0,-98.33,-77.73,-79.05013729278959,-100.0,-100.0,-100.0,Red,Red,Red,White,Gold
43,,<£6,,Red Wine,Price Bracket,15889.5,9987.210000000001,13091.82,8302.49,100 Wardour Street,January,82.39290097234021,83.13122483656595,-5902.289999999999,-4789.33,0.7383238642257339,-37.14585103370149,-36.58261418198539,0.8961013091086496,Red,Red,lime,Red,Red
44,,£6-£10,,Red Wine,Price Bracket,5528.61,11187.07,4388.959999999999,8954.15,100 Wardour Street,January,79.3863195269697,80.04017137641938,5658.46,4565.1900000000005,0.6538518494496799,102.34869162411529,104.0153020305494,0.8236329046940494,lime,lime,lime,Red,Red
45,,£10-£15,,Red Wine,Price Bracket,504.15999999999997,1790.84,396.4,1364.89,100 Wardour Street,January,78.62583306886702,76.21507225659468,1286.6799999999998,968.4900000000001,-2.4107608122723434,255.21263091082193,244.32139253279522,-3.0661179896953197,lime,lime,Red,Red,Red
46,,£15-£20,,Red Wine,Price Bracket,430.0,383.33,335.93,292.63,100 Wardour Street,January,78.12325581395349,76.33892468630162,-46.670000000000016,-43.30000000000001,-1.7843311276518676,-10.853488372093027,-12.889590093174178,-2.283994834906984,Red,Red,Red,Red,Red
47,,£20+,,Red Wine,Price Bracket,266.66999999999996,649.99,194.76999999999998,473.5,100 Wardour Street,January,73.03783702703717,72.84727457345498,383.32000000000005,278.73,-0.1905624535821886,143.74320320995992,143.10725471068443,-0.26090922368312486,lime,lime,Red,Red,Red
48,,<£6,,Sparkling Wine,Price Bracket,7205.83,18216.72,3541.29,11757.39,100 Wardour Street,January,49.14478970500276,64.5417506554418,11010.890000000001,8216.099999999999,15.396960950439045,152.8052979323687,232.00867480494392,31.32979313343504,lime,lime,lime,Sparkling,Yellow
49,,£6-£10,,Sparkling Wine,Price Bracket,10212.61,11731.35,8378.53,9151.77,100 Wardour Street,January,82.04102575149741,78.01122632945058,1518.7399999999998,773.2399999999998,-4.029799422046835,14.871222929300146,9.228826536397193,-4.911932030510093,lime,lime,Red,Sparkling,Yellow
50,,£10-£15,,Sparkling Wine,Price Bracket,5285.89,3236.67,3819.44,2291.12,100 Wardour Street,January,72.25727360955297,70.78633286680446,-2049.2200000000003,-1528.3200000000002,-1.4709407427485104,-38.767738261674005,-40.0142429256645,-2.03569920268074,Red,Red,Red,Sparkling,Yellow
51,,£15-£20,,Sparkling Wine,Price Bracket,1204.9,391.67,886.0,270.21,100 Wardour Street,January,73.53307328408995,68.9892000919141,-813.23,-615.79,-4.543873192175852,-67.49356793094863,-69.5022573363431,-6.1793598298563035,Red,Red,Red,Sparkling,Yellow
52,,£20+,,Sparkling Wine,Price Bracket,11716.26,14502.149999999998,7410.450000000001,8570.33,100 Wardour Street,January,63.24927920684588,59.0969614850212,2785.8899999999976,1159.8799999999992,-4.15231772182468,23.777980345263742,15.651950961142699,-6.565004018852514,lime,lime,Red,Sparkling,Yellow
53,,<£6,,Rose Wine,Price Bracket,3705.0,3406.18,3018.81,2832.01,100 Wardour Street,January,81.47935222672065,83.14328661433044,-298.82000000000016,-186.79999999999973,1.6639343876097854,-8.065317139001355,-6.1878687297312425,2.042154658986241,Red,Red,lime,Rose,Pink
54,,£6-£10,,Rose Wine,Price Bracket,375.83,154.17,297.4,117.18,100 Wardour Street,January,79.13152223079584,76.00700525394046,-221.66,-180.21999999999997,-3.124516976855375,-58.97879360349094,-60.59852051109617,-3.948511147987746,Red,Red,Red,Rose,Pink
55,,£10-£15,,Rose Wine,Price Bracket,0.0,1604.17,0.0,1241.6799999999998,100 Wardour Street,January,0.0,77.40326773346963,1604.17,1241.6799999999998,77.40326773346963,100.0,100.0,100.0,lime,lime,lime,Rose,Pink
56,,<£6,,Fortified Wine,Price Bracket,0.0,56.29,0.0,44.67,100 Wardour Street,January,0.0,79.35690175874934,56.29,44.67,79.35690175874934,100.0,100.0,100.0,lime,lime,lime,Fortified,Orange
57,,£6-£10,,Fortified Wine,Price Bracket,892.99,102.77,717.45,77.10000000000001,100 Wardour Street,January,80.34244504417744,75.02189354870099,-790.22,-640.35,-5.320551495476451,-88.49147246889663,-89.25360652310266,-6.622342016789344,Red,Red,Red,Fortified,Orange
58,,£10-£15,,Fortified Wine,Price Bracket,28.740000000000002,18.75,22.83,13.9,100 Wardour Street,January,79.43632567849686,74.13333333333334,-9.990000000000002,-8.929999999999998,-5.302992345163517,-34.759916492693115,-39.115199299167756,-6.675777485764324,Red,Red,Red,Fortified,Orange
59,,£10-£15,,Sweet Wine,Price Bracket,8.33,33.33,6.97,27.54,100 Wardour Street,January,83.67346938775509,82.62826282628262,25.0,20.57,-1.0452065614724688,300.1200480192077,295.1219512195122,-1.249149305174414,lime,lime,Red,Sweet,Orange
60,,£15-£20,,Sweet Wine,Price Bracket,40.0,0.0,19.44,0.0,100 Wardour Street,January,48.6,0.0,-40.0,-19.44,-48.6,-100.0,-100.0,-100.0,Red,Red,Red,Sweet,Orange
61,,£20+,,Sweet Wine,Price Bracket,0.0,14.17,0.0,5.18,100 Wardour Street,January,0.0,36.5561044460127,14.17,5.18,36.5561044460127,100.0,100.0,100.0,lime,lime,lime,Sweet,Orange
62,,<£6,,Spirits,Price Bracket,103.29,13.17,77.99,7.85,100 Wardour Street,January,75.50585729499466,59.60516324981017,-90.12,-70.14,-15.900694045184487,-87.24949172233516,-89.93460700089756,-21.05888816421472,Red,Red,Red,Spirits,Grey
63,,£6-£10,,Spirits,Price Bracket,1428.2199999999998,1077.8100000000002,983.3,791.2600000000001,100 Wardour Street,January,68.84793659240174,73.41368144663716,-350.4099999999996,-192.03999999999985,4.565744854235419,-24.534735544944034,-19.5301535645276,6.631636444336529,Red,Red,lime,Spirits,Grey
64,,£10-£15,,Spirits,Price Bracket,47446.030000000006,47959.96000000001,40058.6,41286.16999999999,100 Wardour Street,January,84.42982479250634,86.08466312315521,513.9300000000003,1227.5699999999924,1.6548383306488716,1.0831886250546152,3.064435601843281,1.9600163031438016,lime,lime,lime,Spirits,Grey
65,,£15-£20,,Spirits,Price Bracket,30043.399999999998,29199.87,24831.34,24436.920000000006,100 Wardour Street,January,82.65156407064448,83.68845477736718,-843.5299999999988,-394.4199999999946,1.0368907067227013,-2.8077048536450566,-1.588395954467196,1.2545324681774241,Red,Red,lime,Spirits,Grey
66,,£20+,,Spirits,Price Bracket,61077.99999999999,66916.84,47371.47000000001,52956.44000000001,100 Wardour Street,January,77.55897377124336,79.13768791234017,5838.840000000004,5584.970000000001,1.5787141410968104,9.559645044042052,11.789733356385183,2.0355015858682655,lime,lime,lime,Spirits,Grey
67,,<£6,,Beer,Price Bracket,15260.17,18628.769999999997,11032.38,14760.310000000001,100 Wardour Street,January,72.295262765749,79.23394834978372,3368.5999999999967,3727.930000000002,6.938685584034715,22.074459196719282,33.79080488525597,9.59770435653223,lime,lime,lime,Beer,Brown
68,,£20+,,Beer,Price Bracket,2510.83,0.0,1929.57,0.0,100 Wardour Street,January,76.84988629258054,0.0,-2510.83,-1929.57,-76.84988629258054,-100.0,-100.0,-100.0,Red,Red,Red,Beer,Brown
69,,<£6,,Soft Drinks,Price Bracket,24424.4,25347.039999999997,18370.79,19040.31,100 Wardour Street,January,75.2149080427769,75.11847537227227,922.6399999999958,669.5200000000004,-0.09643267050462612,3.77753394146835,3.6444812661839827,-0.12820951725392266,lime,lime,Red,Soft drinks,Brown
70,,£6-£10,,Soft Drinks,Price Bracket,2915.7400000000002,1606.08,2250.88,1168.8300000000002,100 Wardour Street,January,77.19755533758153,72.77532875074716,-1309.6600000000003,-1082.05,-4.42222658683437,-44.916899312009996,-48.07230949673016,-5.7284541816073915,Red,Red,Red,Soft drinks,Brown
71,,£10-£15,,Soft Drinks,Price Bracket,382.13,72.61,263.55,56.89,100 Wardour Street,January,68.96867558160835,78.35008951934995,-309.52,-206.66000000000003,9.381413937741598,-80.99861303744798,-78.4139631948397,13.602427273872877,Red,Red,lime,Soft drinks,Brown
72,,£20+,,Soft Drinks,Price Bracket,463.88,673.45,365.09,512.69,100 Wardour Street,January,78.70354402000517,76.12888855891306,209.57000000000005,147.60000000000008,-2.5746554610921066,45.177632146244726,40.42838752088528,-3.271333576080984,lime,lime,Red,Soft drinks,Brown
0,,,Beverage,Summary,Summary,297584.60999999987,257695.78000000014,221747.18999999997,191768.08999999997,20 Stories,January,74.5156780789168,74.41646502709507,-39888.829999999725,-29979.100000000006,-0.09921305182173512,-13.404197885098878,-13.519494880634117,-0.1331438623113142,Red,Red,Red,Beverage,Black
1,,,Wine,Summary,Summary,127287.49999999999,103394.43000000002,92892.98999999999,75982.85999999997,20 Stories,January,72.97887852302858,73.48834942075696,-23893.069999999963,-16910.13000000002,0.5094708977283773,-18.770947657861115,-18.20388169225689,0.6981073264473543,Red,Red,lime,Wine,Purple
2,,,Spirits,Summary,Summary,109772.89999999995,98021.17000000001,84301.49000000003,74262.14000000003,20 Stories,January,76.79626756694965,75.76132788457842,-11751.729999999938,-10039.350000000006,-1.0349396823712311,-10.705492885766835,-11.90886424427374,-1.3476432060568422,Red,Red,Red,Spirits,Grey
3,,,Beer,Summary,Summary,33714.39,31928.440000000002,23854.14,22587.97,20 Stories,January,70.75358622831378,70.74561112287353,-1785.949999999997,-1266.1699999999983,-0.00797510544025215,-5.2972929363396375,-5.30796750585013,-0.011271662491449397,Red,Red,Red,Beer,Brown
