,SiteName,2019,2020,Shift,Area,Measure,Year Change,% Change,Colour,Table,GenericLocation,RevenueType,LocationName,Day,OrdDay,OrdSession,Session,DaySession,Colour_TY,Colour_LY,Colour_CHG,Count,Average_TY,Average_LY,Average_Year Change,Average_% Change,Average_Colour
183,Blueprint Café,27.204923076923073,28.50468085106382,All Shifts,Full Site,Spend,1.2997577741407476,4.777656494251527,lime,Totals,,,,,,,,,,,,,,,,,
184,Bluebird Chelsea,27.796911836337063,25.103152235427302,All Shifts,Full Site,Spend,-2.693759600909761,-9.690859246415954,Red,Totals,,,,,,,,,,,,,,,,,
185,Avenue,30.089190556492397,25.56694041867954,All Shifts,Full Site,Spend,-4.522250137812858,-15.029484190750633,Red,Totals,,,,,,,,,,,,,,,,,
186,Aster,34.05906370656369,34.18160085378868,All Shifts,Full Site,Spend,0.12253714722498898,0.35977837876199237,lime,Totals,,,,,,,,,,,,,,,,,
187,20 Stories,47.70736697247707,67.43835638730674,All Shifts,Full Site,Spend,19.730989414829672,41.358370136446034,lime,Totals,,,,,,,,,,,,,,,,,
188,100 Wardour Street,73.77801963993456,59.30325976230902,All Shifts,Full Site,Spend,-14.474759877625537,-19.619339131448633,Red,Totals,,,,,,,,,,,,,,,,,
189,White City,18.628215488215496,20.201928104575167,Lunch,Full Site,Spend,1.5737126163596713,8.448005217436027,lime,Totals,,,,,,,,,,,,,,,,,
190,Trinity,30.880856423173807,18.206053511705683,Lunch,Full Site,Spend,-12.674802911468124,-41.0442078994824,Red,Totals,,,,,,,,,,,,,,,,,
191,The Modern Pantry,,0.0,Lunch,Full Site,Spend,,,Yellow,Totals,,,,,,,,,,,,,,,,,
192,South Place Hotel,0.0,0.0,Lunch,Full Site,Spend,0.0,,Yellow,Totals,,,,,,,,,,,,,,,,,
193,Skylon,27.035394456289975,30.637324675324663,Lunch,Full Site,Spend,3.6019302190346885,13.323017072520182,lime,Totals,,,,,,,,,,,,,,,,,
194,Sartoria,35.18756756756756,44.894398148148156,Lunch,Full Site,Spend,9.706830580580593,27.585966440963638,lime,Totals,,,,,,,,,,,,,,,,,
195,Radici,22.394878048780484,22.902569444444442,Lunch,Full Site,Spend,0.5076913956639579,2.2669978133308226,lime,Totals,,,,,,,,,,,,,,,,,
196,Quaglinos,55.90357142857142,54.044402332361514,Lunch,Full Site,Spend,-1.8591690962099037,-3.3256714172284747,Red,Totals,,,,,,,,,,,,,,,,,
197,Plateau,31.830873362445413,36.138016528925625,Lunch,Full Site,Spend,4.307143166480213,13.531338325017028,lime,Totals,,,,,,,,,,,,,,,,,
198,Paternoster Chophouse,35.22561151079137,51.77666666666668,Lunch,Full Site,Spend,16.55105515587531,46.98585615981399,lime,Totals,,,,,,,,,,,,,,,,,
199,Orrery,55.43473118279571,50.984320388349516,Lunch,Full Site,Spend,-4.450410794446192,-8.028199468977288,Red,Totals,,,,,,,,,,,,,,,,,
200,New Street Warehouse,40.693170731707326,36.465855263157884,Lunch,Full Site,Spend,-4.227315468549442,-10.388267595121556,Red,Totals,,,,,,,,,,,,,,,,,
201,Madison,27.112420814479638,70.23610778443113,Lunch,Full Site,Spend,43.12368696995149,159.05509605737933,lime,Totals,,,,,,,,,,,,,,,,,
202,Le Pont de la Tour,58.55252577319588,55.868125,Lunch,Full Site,Spend,-2.6844007731958826,-4.584602863408405,Red,Totals,,,,,,,,,,,,,,,,,
203,Launceston Place,57.59768421052631,54.63796296296296,Lunch,Full Site,Spend,-2.959721247563351,-5.138611539910566,Red,Totals,,,,,,,,,,,,,,,,,
204,Issho,28.594569536423858,26.472743902439017,Lunch,Full Site,Spend,-2.121825633984841,-7.420379702803542,Red,Totals,,,,,,,,,,,,,,,,,
205,German Gymnasium,18.769421875,18.74628860190904,Lunch,Full Site,Spend,-0.02313327309095925,-0.12324979024405487,Red,Totals,,,,,,,,,,,,,,,,,
206,Fiume,22.29413173652695,14.740046296296297,Lunch,Full Site,Spend,-7.5540854402306525,-33.88373913595368,Red,Totals,,,,,,,,,,,,,,,,,
207,East 59th,23.917647058823533,21.647608695652167,Lunch,Full Site,Spend,-2.2700383631713663,-9.491060544494152,Red,Totals,,,,,,,,,,,,,,,,,
208,Coq d'Argent,51.24561076604555,50.936766666666664,Lunch,Full Site,Spend,-0.3088440993788879,-0.6026742481202363,Red,Totals,,,,,,,,,,,,,,,,,
209,Cantina,24.425555555555547,21.06876923076923,Lunch,Full Site,Spend,-3.3567863247863166,-13.74292722698306,Red,Totals,,,,,,,,,,,,,,,,,
210,Butlers Wharf Chophouse,36.781297709923656,31.726825396825397,Lunch,Full Site,Spend,-5.054472313098259,-13.7419629752067,Red,Totals,,,,,,,,,,,,,,,,,
211,Blueprint Café,25.376623376623375,24.6236,Lunch,Full Site,Spend,-0.7530233766233749,-2.96738996929375,Red,Totals,,,,,,,,,,,,,,,,,
212,Bluebird Chelsea,19.51605779153768,19.752386740331488,Lunch,Full Site,Spend,0.23632894879380828,1.210946141470653,lime,Totals,,,,,,,,,,,,,,,,,
213,Avenue,24.39292253521127,23.734512987012987,Lunch,Full Site,Spend,-0.6584095481982821,-2.699182712722781,Red,Totals,,,,,,,,,,,,,,,,,
214,Aster,27.570396600566575,31.471378205128197,Lunch,Full Site,Spend,3.900981604561622,14.149167533126658,lime,Totals,,,,,,,,,,,,,,,,,
215,20 Stories,45.59716216216217,37.49939805825244,Lunch,Full Site,Spend,-8.097764103909732,-17.759359837155586,Red,Totals,,,,,,,,,,,,,,,,,
216,100 Wardour Street,29.744166666666658,42.21414414414415,Lunch,Full Site,Spend,12.469977477477492,41.924111094536734,lime,Totals,,,,,,,,,,,,,,,,,
217,White City,46.59359712230216,23.884177777777776,Dinner,Full Site,Spend,-22.70941934452438,-48.739356364598976,Red,Totals,,,,,,,,,,,,,,,,,
218,Trinity,36.268543371522085,44.01990267639903,Dinner,Full Site,Spend,7.751359304876942,21.372127425892927,lime,Totals,,,,,,,,,,,,,,,,,
219,South Place Hotel,0.0,0.0,Dinner,Full Site,Spend,0.0,,Yellow,Totals,,,,,,,,,,,,,,,,,
220,Skylon,43.85592298980747,47.179647979139496,Dinner,Full Site,Spend,3.323724989332028,7.578736833573184,lime,Totals,,,,,,,,,,,,,,,,,
221,Sartoria,87.99876132930515,76.94218446601941,Dinner,Full Site,Spend,-11.056576863285741,-12.564468745088691,Red,Totals,,,,,,,,,,,,,,,,,
222,Radici,27.677692307692315,31.516587677725106,Dinner,Full Site,Spend,3.838895370032791,13.869998001841601,lime,Totals,,,,,,,,,,,,,,,,,
223,Quaglinos,95.65384335154826,136.12174358974363,Dinner,Full Site,Spend,40.46790023819537,42.306611862387186,lime,Totals,,,,,,,,,,,,,,,,,
224,Plateau,58.9340184757506,78.93568627450983,Dinner,Full Site,Spend,20.001667798759236,33.93908699266666,lime,Totals,,,,,,,,,,,,,,,,,
225,Paternoster Chophouse,58.28002403846155,65.95553254437868,Dinner,Full Site,Spend,7.675508505917136,13.170050343238932,lime,Totals,,,,,,,,,,,,,,,,,
226,Orrery,86.5428901734104,120.84969512195123,Dinner,Full Site,Spend,34.30680494854083,39.64139039012741,lime,Totals,,,,,,,,,,,,,,,,,
227,New Street Warehouse,43.004327411167544,42.50492434663001,Dinner,Full Site,Spend,-0.4994030645375318,-1.161285606824407,Red,Totals,,,,,,,,,,,,,,,,,
228,Madison,66.94279100529101,50.281800766283524,Dinner,Full Site,Spend,-16.66099023900749,-24.888400959695034,Red,Totals,,,,,,,,,,,,,,,,,
229,Le Pont de la Tour,75.61325153374237,82.33604651162788,Dinner,Full Site,Spend,6.722794977885513,8.89102748727248,lime,Totals,,,,,,,,,,,,,,,,,
230,Launceston Place,91.75755319148935,96.63826666666667,Dinner,Full Site,Spend,4.880713475177316,5.319140828648436,lime,Totals,,,,,,,,,,,,,,,,,
231,Issho,32.956729559748425,37.65629518072291,Dinner,Full Site,Spend,4.699565620974482,14.259805762748615,lime,Totals,,,,,,,,,,,,,,,,,
232,German Gymnasium,28.483691990374695,25.204257088846884,Dinner,Full Site,Spend,-3.279434901527811,-11.513377207687855,Red,Totals,,,,,,,,,,,,,,,,,
233,Fiume,37.43160194174759,32.43440677966102,Dinner,Full Site,Spend,-4.9971951620865696,-13.350203846106787,Red,Totals,,,,,,,,,,,,,,,,,
234,East 59th,13.809913793103446,30.84136363636363,Dinner,Full Site,Spend,17.031449843260184,123.3277057222873,lime,Totals,,,,,,,,,,,,,,,,,
235,Coq d'Argent,58.82668907563025,68.86102827763494,Dinner,Full Site,Spend,10.034339202004695,17.057460414105737,lime,Totals,,,,,,,,,,,,,,,,,
236,Cantina,33.55638989169675,32.76452054794521,Dinner,Full Site,Spend,-0.7918693437515429,-2.3598168524900953,Red,Totals,,,,,,,,,,,,,,,,,
237,Butlers Wharf Chophouse,49.14326771653545,52.61088235294118,Dinner,Full Site,Spend,3.4676146364057345,7.056133622223439,lime,Totals,,,,,,,,,,,,,,,,,
238,Blueprint Café,29.86113207547171,32.915,Dinner,Full Site,Spend,3.0538679245282907,10.226899358034636,lime,Totals,,,,,,,,,,,,,,,,,
239,Bluebird Chelsea,39.82617324561404,35.971824712643695,Dinner,Full Site,Spend,-3.8543485329703415,-9.677928404519287,Red,Totals,,,,,,,,,,,,,,,,,
240,Avenue,38.964204545454535,31.34954545454545,Dinner,Full Site,Spend,-7.614659090909086,-19.54270382198112,Red,Totals,,,,,,,,,,,,,,,,,
241,Aster,47.072445328031804,39.12518164435946,Dinner,Full Site,Spend,-7.947263683672347,-16.88304830626618,Red,Totals,,,,,,,,,,,,,,,,,
242,20 Stories,49.15772445820433,47.869187675070016,Dinner,Full Site,Spend,-1.2885367831343117,-2.6212295164921073,Red,Totals,,,,,,,,,,,,,,,,,
243,100 Wardour Street,74.45427378964943,62.67774058577409,Dinner,Full Site,Spend,-11.776533203875346,-15.81713527573552,Red,Totals,,,,,,,,,,,,,,,,,
244,White City,0.0,55.0,All Shifts,Retail & Other,Revenue,55.0,100.0,lime,Totals,,,,,,,,,,,,,,,,,
245,White City,9540.230000000003,9931.979999999998,All Shifts,Restaurant,Revenue,391.74999999999454,4.106295131249397,lime,Totals,,,,,,,,,,,,,,,,,
246,White City,8474.19,647.46,All Shifts,Events & Ex Hires,Revenue,-7826.7300000000005,-92.3596237516506,Red,Totals,,,,,,,,,,,,,,,,,
247,White City,1975.7600000000002,2199.85,All Shifts,Bar,Revenue,224.0899999999997,11.34196461108635,lime,Totals,,,,,,,,,,,,,,,,,
248,Trinity,27789.910000000003,13135.449999999995,All Shifts,Restaurant,Revenue,-14654.460000000008,-52.73302432429614,Red,Totals,,,,,,,,,,,,,,,,,
249,Trinity,7004.869999999999,0.0,All Shifts,PDR,Revenue,-7004.869999999999,-100.0,Red,Totals,,,,,,,,,,,,,,,,,
250,Trinity,0.0,11060.050000000001,All Shifts,Events & Ex Hires,Revenue,11060.050000000001,100.0,lime,Totals,,,,,,,,,,,,,,,,,
251,The Modern Pantry,0.0,14598.5,All Shifts,Retail & Other,Revenue,14598.5,100.0,lime,Totals,,,,,,,,,,,,,,,,,
252,South Place Hotel,32924.76,39093.83,All Shifts,Events & Ex Hires,Revenue,6169.07,18.736871582359292,lime,Totals,,,,,,,,,,,,,,,,,
253,South Place Hotel,15694.349999999999,17147.71,All Shifts,Bar,Revenue,1453.3600000000006,9.260402628971578,lime,Totals,,,,,,,,,,,,,,,,,
254,South Place Hotel,147958.61,136991.55,All Shifts,Restaurant,Revenue,-10967.059999999998,-7.412248601145954,Red,Totals,,,,,,,,,,,,,,,,,
255,South Place Hotel,4244.17,1973.11,All Shifts,Retail & Other,Revenue,-2271.0600000000004,-53.51010916150862,Red,Totals,,,,,,,,,,,,,,,,,
256,Skylon,28640.42,25226.13999999999,All Shifts,Restaurant,Revenue,-3414.2800000000097,-11.92119389310635,Red,Totals,,,,,,,,,,,,,,,,,
257,Skylon,14373.2,19745.869999999995,All Shifts,Events & Ex Hires,Revenue,5372.669999999995,37.37977625024347,lime,Totals,,,,,,,,,,,,,,,,,
258,Skylon,8415.76,7051.99,All Shifts,Bar,Revenue,-1363.7700000000004,-16.204953563314547,Red,Totals,,,,,,,,,,,,,,,,,
259,Sartoria,23592.78000000001,15525.800000000007,All Shifts,Restaurant,Revenue,-8066.980000000003,-34.19257925517891,Red,Totals,,,,,,,,,,,,,,,,,
260,Sartoria,14930.510000000004,8411.039999999999,All Shifts,PDR,Revenue,-6519.470000000005,-43.66542067216728,Red,Totals,,,,,,,,,,,,,,,,,
261,Sartoria,66.26,0.0,All Shifts,Events & Ex Hires,Revenue,-66.26,-100.0,Red,Totals,,,,,,,,,,,,,,,,,
262,Sartoria,5835.779999999999,3906.970000000001,All Shifts,Bar,Revenue,-1928.8099999999977,-33.051451562601706,Red,Totals,,,,,,,,,,,,,,,,,
263,Radici,498.74,236.05,All Shifts,PDR,Revenue,-262.69,-52.67073024020532,Red,Totals,,,,,,,,,,,,,,,,,
264,Radici,120.32,214.58000000000004,All Shifts,Bar,Revenue,94.26000000000005,78.34109042553196,lime,Totals,,,,,,,,,,,,,,,,,
265,Radici,8252.279999999999,9497.34,All Shifts,Restaurant,Revenue,1245.0600000000013,15.087466736465577,lime,Totals,,,,,,,,,,,,,,,,,
266,Quaglinos,8170.61,8832.42,All Shifts,PDR,Revenue,661.8100000000004,8.099884831120326,lime,Totals,,,,,,,,,,,,,,,,,
267,Quaglinos,0.0,40166.69,All Shifts,Events & Ex Hires,Revenue,40166.69,100.0,lime,Totals,,,,,,,,,,,,,,,,,
268,Quaglinos,12574.94,19226.800000000003,All Shifts,Bar,Revenue,6651.860000000002,52.89774742463982,lime,Totals,,,,,,,,,,,,,,,,,
269,Quaglinos,46127.55999999999,30894.399999999994,All Shifts,Restaurant,Revenue,-15233.159999999996,-33.023988262114884,Red,Totals,,,,,,,,,,,,,,,,,
270,Plateau,16763.270000000004,10871.190000000002,All Shifts,Restaurant,Revenue,-5892.080000000002,-35.14875081055188,Red,Totals,,,,,,,,,,,,,,,,,
271,Plateau,15597.85,11454.849999999999,All Shifts,PDR,Revenue,-4143.000000000002,-26.56135300698495,Red,Totals,,,,,,,,,,,,,,,,,
272,Plateau,2787.83,3009.009999999999,All Shifts,Bar,Revenue,221.17999999999893,7.933769275744897,lime,Totals,,,,,,,,,,,,,,,,,
273,Paternoster Chophouse,6131.700000000001,5591.399999999999,All Shifts,Bar,Revenue,-540.300000000002,-8.811585694016372,Red,Totals,,,,,,,,,,,,,,,,,
274,Paternoster Chophouse,32826.869999999995,30059.949999999986,All Shifts,Restaurant,Revenue,-2766.920000000009,-8.42882675076853,Red,Totals,,,,,,,,,,,,,,,,,
275,Orrery,2666.11,2666.2799999999997,All Shifts,Retail & Other,Revenue,0.169999999999618,0.006376331059094261,lime,Totals,,,,,,,,,,,,,,,,,
276,Orrery,21621.5,25814.269999999997,All Shifts,Restaurant,Revenue,4192.769999999997,19.39167032814558,lime,Totals,,,,,,,,,,,,,,,,,
277,Orrery,1635.92,3151.9199999999996,All Shifts,PDR,Revenue,1515.9999999999995,92.66956819404368,lime,Totals,,,,,,,,,,,,,,,,,
278,Orrery,199.73000000000002,52.93,All Shifts,Bar,Revenue,-146.8,-73.49922395233565,Red,Totals,,,,,,,,,,,,,,,,,
279,New Street Warehouse,8744.57,9305.21,All Shifts,Bar,Revenue,560.6399999999994,6.411292950939834,lime,Totals,,,,,,,,,,,,,,,,,
280,New Street Warehouse,8731.98,8592.51,All Shifts,Retail & Other,Revenue,-139.46999999999935,-1.5972322428590005,Red,Totals,,,,,,,,,,,,,,,,,
281,New Street Warehouse,31425.050000000017,24093.80000000002,All Shifts,Restaurant,Revenue,-7331.249999999996,-23.329318489548918,Red,Totals,,,,,,,,,,,,,,,,,
282,Madison,786.28,0.0,All Shifts,Events & Ex Hires,Revenue,-786.28,-100.0,Red,Totals,,,,,,,,,,,,,,,,,
283,Madison,59492.91,49034.76999999999,All Shifts,Restaurant,Revenue,-10458.140000000014,-17.578800566319604,Red,Totals,,,,,,,,,,,,,,,,,
284,Madison,2336.79,685.36,All Shifts,Bar,Revenue,-1651.4299999999998,-70.67087757136926,Red,Totals,,,,,,,,,,,,,,,,,
285,Le Pont de la Tour,3877.0599999999995,2970.47,All Shifts,Retail & Other,Revenue,-906.5899999999997,-23.383440029300548,Red,Totals,,,,,,,,,,,,,,,,,
286,Le Pont de la Tour,19931.020000000004,10437.959999999997,All Shifts,Restaurant,Revenue,-9493.060000000007,-47.629574402112915,Red,Totals,,,,,,,,,,,,,,,,,
287,Le Pont de la Tour,3583.85,7027.07,All Shifts,PDR,Revenue,3443.22,96.07600764540926,lime,Totals,,,,,,,,,,,,,,,,,
288,Le Pont de la Tour,9727.799999999996,4979.0700000000015,All Shifts,Bar,Revenue,-4748.729999999994,-48.81607352124834,Red,Totals,,,,,,,,,,,,,,,,,
289,Launceston Place,14096.99,10198.320000000002,All Shifts,Restaurant,Revenue,-3898.6699999999983,-27.656045723235938,Red,Totals,,,,,,,,,,,,,,,,,
290,Issho,12011.960000000003,13776.29,All Shifts,Restaurant,Revenue,1764.329999999998,14.688110849519958,lime,Totals,,,,,,,,,,,,,,,,,
291,Issho,2786.0600000000004,3317.090000000001,All Shifts,Bar,Revenue,531.0300000000007,19.06024995872309,lime,Totals,,,,,,,,,,,,,,,,,
292,German Gymnasium,15946.94,16719.880000000005,All Shifts,Bar,Revenue,772.9400000000041,4.846948693605194,lime,Totals,,,,,,,,,,,,,,,,,
293,German Gymnasium,6142.81,904.9699999999999,All Shifts,Events & Ex Hires,Revenue,-5237.84,-85.26781717162015,Red,Totals,,,,,,,,,,,,,,,,,
294,German Gymnasium,100308.19999999998,87105.56999999999,All Shifts,Restaurant,Revenue,-13202.62999999999,-13.162064517158111,Red,Totals,,,,,,,,,,,,,,,,,
295,Fiume,10865.219999999998,6871.090000000005,All Shifts,Restaurant,Revenue,-3994.129999999993,-36.7606914540156,Red,Totals,,,,,,,,,,,,,,,,,
296,Fiume,587.5600000000001,140.01999999999998,All Shifts,Bar,Revenue,-447.5400000000001,-76.1692422901491,Red,Totals,,,,,,,,,,,,,,,,,
297,East 59th,1935.8100000000002,2097.2899999999995,All Shifts,Restaurant,Revenue,161.47999999999934,8.341727752207051,lime,Totals,,,,,,,,,,,,,,,,,
298,East 59th,3242.8700000000003,1785.8700000000001,All Shifts,Events & Ex Hires,Revenue,-1457.0000000000002,-44.92933728456583,Red,Totals,,,,,,,,,,,,,,,,,
299,East 59th,905.8499999999999,822.46,All Shifts,Bar,Revenue,-83.38999999999987,-9.205718386046243,Red,Totals,,,,,,,,,,,,,,,,,
300,Coq d'Argent,47438.28,35847.58,All Shifts,Restaurant,Revenue,-11590.699999999997,-24.43322144057499,Red,Totals,,,,,,,,,,,,,,,,,
301,Coq d'Argent,14550.180000000002,8146.049999999998,All Shifts,Bar,Revenue,-6404.130000000004,-44.01409467099378,Red,Totals,,,,,,,,,,,,,,,,,
302,Cantina,11740.92,6153.090000000002,All Shifts,Restaurant,Revenue,-5587.829999999998,-47.59277807871954,Red,Totals,,,,,,,,,,,,,,,,,
303,Butlers Wharf Chophouse,170.44,2061.84,All Shifts,Events & Ex Hires,Revenue,1891.4,1109.71602910115,lime,Totals,,,,,,,,,,,,,,,,,
304,Butlers Wharf Chophouse,1158.83,1198.95,All Shifts,Bar,Revenue,40.12000000000012,3.4621126481019755,lime,Totals,,,,,,,,,,,,,,,,,
305,Butlers Wharf Chophouse,15971.469999999998,12302.75,All Shifts,Restaurant,Revenue,-3668.7199999999975,-22.970459200061097,Red,Totals,,,,,,,,,,,,,,,,,
306,Blueprint Café,3536.6399999999994,2679.439999999999,All Shifts,Restaurant,Revenue,-857.2000000000003,-24.237694534925815,Red,Totals,,,,,,,,,,,,,,,,,
307,Bluebird Chelsea,34630.87,31907.419999999995,All Shifts,Restaurant,Revenue,-2723.450000000008,-7.864226339101524,Red,Totals,,,,,,,,,,,,,,,,,
308,Bluebird Chelsea,5673.8099999999995,2606.88,All Shifts,PDR,Revenue,-3066.9299999999994,-54.05415408693629,Red,Totals,,,,,,,,,,,,,,,,,
309,Bluebird Chelsea,16.2,0.0,All Shifts,Events & Ex Hires,Revenue,-16.2,-100.0,Red,Totals,,,,,,,,,,,,,,,,,
310,Bluebird Chelsea,16746.18,9842.970000000001,All Shifts,Bar,Revenue,-6903.209999999999,-41.222595242616514,Red,Totals,,,,,,,,,,,,,,,,,
311,Avenue,2779.4900000000002,2629.23,All Shifts,Bar,Revenue,-150.26000000000022,-5.4060277245106185,Red,Totals,,,,,,,,,,,,,,,,,
312,Avenue,10809.65,10060.73,All Shifts,Restaurant,Revenue,-748.9200000000001,-6.9282539212647976,Red,Totals,,,,,,,,,,,,,,,,,
313,Avenue,4253.75,2541.2799999999997,All Shifts,PDR,Revenue,-1712.4700000000003,-40.25789009697326,Red,Totals,,,,,,,,,,,,,,,,,
314,Avenue,0.0,645.83,All Shifts,Events & Ex Hires,Revenue,645.83,100.0,lime,Totals,,,,,,,,,,,,,,,,,
315,Aster,30519.339999999993,27035.719999999994,All Shifts,Restaurant,Revenue,-3483.619999999999,-11.414467023205614,Red,Totals,,,,,,,,,,,,,,,,,
316,Aster,4386.4,3728.2499999999995,All Shifts,PDR,Revenue,-658.1500000000001,-15.00433157030823,Red,Totals,,,,,,,,,,,,,,,,,
317,Aster,0.0,1115.01,All Shifts,Events & Ex Hires,Revenue,1115.01,100.0,lime,Totals,,,,,,,,,,,,,,,,,
318,Aster,379.44999999999993,149.18,All Shifts,Bar,Revenue,-230.26999999999992,-60.68520226643825,Red,Totals,,,,,,,,,,,,,,,,,
319,20 Stories,1457.46,1298.2999999999997,All Shifts,PDR,Revenue,-159.1600000000003,-10.920368311994862,Red,Totals,,,,,,,,,,,,,,,,,
320,20 Stories,0.0,28958.33,All Shifts,Events & Ex Hires,Revenue,28958.33,100.0,lime,Totals,,,,,,,,,,,,,,,,,
321,20 Stories,17546.0,18172.01000000001,All Shifts,Bar,Revenue,626.0100000000093,3.5678217257495115,lime,Totals,,,,,,,,,,,,,,,,,
322,20 Stories,32997.569999999985,34453.09999999999,All Shifts,Restaurant,Revenue,1455.530000000006,4.411021781300886,lime,Totals,,,,,,,,,,,,,,,,,
323,100 Wardour Street,26148.430000000015,27448.740000000023,All Shifts,Restaurant,Revenue,1300.3100000000086,4.972803338479625,lime,Totals,,,,,,,,,,,,,,,,,
324,100 Wardour Street,12797.49,0.0,All Shifts,Events & Ex Hires,Revenue,-12797.49,-100.0,Red,Totals,,,,,,,,,,,,,,,,,
325,100 Wardour Street,6132.450000000002,7480.879999999999,All Shifts,Bar,Revenue,1348.4299999999976,21.988438552291452,lime,Totals,,,,,,,,,,,,,,,,,
326,White City,0.0,39.58,Lunch,Retail & Other,Revenue,39.58,100.0,lime,Totals,,,,,,,,,,,,,,,,,
327,White City,4901.179999999999,4734.949999999999,Lunch,Restaurant,Revenue,-166.23000000000047,-3.3916322191798813,Red,Totals,,,,,,,,,,,,,,,,,
328,White City,0.0,647.46,Lunch,Events & Ex Hires,Revenue,647.46,100.0,lime,Totals,,,,,,,,,,,,,,,,,
329,White City,631.4,759.8,Lunch,Bar,Revenue,128.39999999999998,20.33576179917643,lime,Totals,,,,,,,,,,,,,,,,,
330,Trinity,11426.230000000001,5443.609999999999,Lunch,Restaurant,Revenue,-5982.620000000003,-52.35865197882418,Red,Totals,,,,,,,,,,,,,,,,,
331,Trinity,833.47,0.0,Lunch,PDR,Revenue,-833.47,-100.0,Red,Totals,,,,,,,,,,,,,,,,,
332,The Modern Pantry,0.0,14430.5,Lunch,Retail & Other,Revenue,14430.5,100.0,lime,Totals,,,,,,,,,,,,,,,,,
333,South Place Hotel,19908.840000000007,12853.47,Lunch,Restaurant,Revenue,-7055.370000000008,-35.438378127505196,Red,Totals,,,,,,,,,,,,,,,,,
334,South Place Hotel,4220.62,3375.41,Lunch,Events & Ex Hires,Revenue,-845.21,-20.025730816799427,Red,Totals,,,,,,,,,,,,,,,,,
335,South Place Hotel,7530.83,2685.0,Lunch,Bar,Revenue,-4845.83,-64.34655940978618,Red,Totals,,,,,,,,,,,,,,,,,
336,Skylon,10773.47,9889.469999999998,Lunch,Restaurant,Revenue,-884.0000000000018,-8.205341454517455,Red,Totals,,,,,,,,,,,,,,,,,
337,Skylon,0.0,750.96,Lunch,Events & Ex Hires,Revenue,750.96,100.0,lime,Totals,,,,,,,,,,,,,,,,,
338,Skylon,1906.13,1154.9400000000003,Lunch,Bar,Revenue,-751.1899999999998,-39.409169364104216,Red,Totals,,,,,,,,,,,,,,,,,
339,Sartoria,878.36,1631.82,Lunch,PDR,Revenue,753.4599999999999,85.78031786511224,lime,Totals,,,,,,,,,,,,,,,,,
340,Sartoria,66.26,0.0,Lunch,Events & Ex Hires,Revenue,-66.26,-100.0,Red,Totals,,,,,,,,,,,,,,,,,
341,Sartoria,1971.21,1384.0700000000002,Lunch,Bar,Revenue,-587.1399999999999,-29.785766103053447,Red,Totals,,,,,,,,,,,,,,,,,
342,Sartoria,8801.63,6681.3,Lunch,Restaurant,Revenue,-2120.329999999999,-24.09019692943238,Red,Totals,,,,,,,,,,,,,,,,,
343,Radici,2701.3099999999995,3061.9199999999996,Lunch,Restaurant,Revenue,360.6100000000001,13.349448971054793,lime,Totals,,,,,,,,,,,,,,,,,
344,Radici,0.0,236.05,Lunch,PDR,Revenue,236.05,100.0,lime,Totals,,,,,,,,,,,,,,,,,
345,Radici,53.26,0.0,Lunch,Bar,Revenue,-53.26,-100.0,Red,Totals,,,,,,,,,,,,,,,,,
346,Quaglinos,11318.109999999999,13869.460000000001,Lunch,Restaurant,Revenue,2551.350000000002,22.542191231574904,lime,Totals,,,,,,,,,,,,,,,,,
347,Quaglinos,0.0,2880.3,Lunch,PDR,Revenue,2880.3,100.0,lime,Totals,,,,,,,,,,,,,,,,,
348,Quaglinos,1204.2900000000002,1787.4699999999996,Lunch,Bar,Revenue,583.1799999999994,48.42521319615701,lime,Totals,,,,,,,,,,,,,,,,,
